UML ID	Group Name	Parent Company	Mill Name	RSPO Certification	Latitude	Longitude	Country	Province	District
PO1000003873	FAR EAST HOLDINGS BERHAD	ROMPIN PALM OIL MILL SDN BHD	ROMPIN	Not Certificated	3.077222	103.174722	Malaysia	Pahang	Pekan
PO1000003874	FAR EAST HOLDINGS BERHAD	WUJUD WAWASAN SDN BHD	KOSMA / WUJUD WAWASAN	Not Certificated	3.033934	102.840363	Malaysia	Pahang	Rompin
PO1000003875	PALMHEAD HOLDINGS	PSS OIL MILL SDN BHD	PSS	Not Certificated	3.39676	113.287718	Malaysia	Sarawak	Bintulu
PO1000003876	QL RESOURCES	QL PLANTATION SDN BHD	QL MILL 1	Not Certificated	4.476456	118.198075	Malaysia	Sabah	Tawau
PO1000003877	RADIANT RESPONSE SDN BHD / SRI GANDA OIL MILL SDN BHD	SRI GANDA OIL MILL SDN BHD	SRI GANDA	Not Certificated	3.913102	101.198753	Malaysia	Perak	Hilir Perak
PO1000003878	KETENGAH HOLDINGS SDN BHD	RAKYAT KETENGAH PERWIRA SDN BHD	RAKYAT KETENGAH PERWIRA	Not Certificated	4.119153	103.203506	Malaysia	Trengganu	Kemaman
PO1000003879	DUPONT & LEOSK ENTERPRISES	PALM DISCOVERY SDN BHD	PALM DISCOVERY / KULAI MAS	Not Certificated	1.802372	103.623894	Malaysia	Johor	Keluang
PO1000003880	YAYASAN SABAH GROUP	REGIONAL HARVEST SDN BHD	DUMPAS	Not Certificated	4.534908	117.705141	Malaysia	Sabah	Tawau
PO1000003881	RIMBUNAN HIJAU GROUP	RH BALINGIAN 	RH BALINGIAN PALM OIL MILL SDN BHD	Not Certificated	2.872164	112.452378	Malaysia	Sarawak	Mukah
PO1000003882	RIMBUNAN SAWIT BERHAD	R.H. PLANTATIONS SDN BHD	RHP	Not Certificated	3.775039	114.10401	Malaysia	Sarawak	Marudi
PO1000003883	RIMBUNAN HIJAU GROUP	RH SELANGAU PALM OIL MILL SDN BHD	RH SELANGAU	Not Certificated	2.584815	112.334566	Malaysia	Sarawak	Mukah
PO1000003884	YUWANG GROUP	SACHIEW PLANTATIONS SDN BHD	SACHIEW	Not Certificated	3.76455	113.702656	Malaysia	Sarawak	Miri
PO1000003886	SARAWAK LAND CONSOLIDATION AND REHABILITATION AUTHORITY (SALCRA)	BAU PALM OIL MILL SDN BHD	BAU	Not Certificated	1.490067	109.985197	Malaysia	Sarawak	Lundu
PO1000003887	SARAWAK LAND CONSOLIDATION AND REHABILITATION AUTHORITY (SALCRA)	SERIAN PALM OIL MILL SDN BHD	SERIAN	Not Certificated	0.956144	110.622625	Malaysia	Sarawak	Serian
PO1000003888	SAYONG PLANTATION SDN BHD	SUNGEI KAHANG PALM OIL SDN BHD	SUNGEI KAHANG	Not Certificated	2.23185	103.526014	Malaysia	Johor	Keluang
PO1000003889	SARAWAK OIL PALMS BERHAD	SARAWAK OIL PALMS BHD	GALASAH	Not Certificated	3.611044	113.661384	Malaysia	Sarawak	Miri
PO1000003890	SEONG THYE PLANTATIONS SDN BHD	SEONG THYE PLANTATIONS SDN BHD	LADANG PADANG KAHANG	Not Certificated	2.309604	103.529202	Malaysia	Johor	Keluang
PO1000003891	SETIA KAWAN KILANG KELAPA SAWIT SDN BHD	SETIA KAWAN KILANG KELAPA SAWIT SDN BHD	SETIA KAWAN	Not Certificated	5.441292	100.627419	Malaysia	Kedah	Kulim
PO1000003892	SOLID ORIENT HOLDINGS SDN BHD	SOLID ORIENT HOLDINGS SDN BHD	SOLID ORIENT	Not Certificated	5.5699	100.699263	Malaysia	Kedah	Baling
PO1000003893	SOLID ORIENT HOLDINGS SDN BHD	SOLID OIL PALM PLANTATION SDN BHD	SOLID	Not Certificated	3.73694	113.590325	Malaysia	Sarawak	Miri
PO1000003894	CHELLAM PLANTATIONS	CHELLAM PLANTATIONS (SABAH) SDN BHD	SOOK OIL MILL	Not Certificated	5.334363	116.362612	Malaysia	Sabah	Keningau
PO1000003895	SOUTHERN KERATONG PLANTATIONS SDN BHD	SOUTHERN KERATONG PLANTATIONS SDN BHD	BUKIT BEREMBUN	Not Certificated	3.075403	102.766156	Malaysia	Pahang	Rompin
PO1000003896	SOUTHERN GROUP	SOUTHERN PERAK PLANTATIONS SDN BHD	SOUTHERN PERAK	Not Certificated	3.806889	101.029361	Malaysia	Perak	Hilir Perak
PO1000003897	SARAWAK PLANTATION BERHAD	SARAWAK PLANTATION AGRICULTURE DEVELOPMENT (SPAD) SDN BHD	MUKAH MILL	Not Certificated	2.650825	112.330089	Malaysia	Sarawak	Mukah
PO1000003898	SARAWAK PLANTATION BERHAD	SARAWAK PLANTATION AGRICULTURE DEVELOPMENT (SPAD) SDN BHD	NIAH	Not Certificated	3.874177	113.861357	Malaysia	Sarawak	Miri
PO1000003899	IKHASAS GROUP / TANAH MAKMUR BERHAD	TANAH MAKMUR BHD	SRI JELUTUNG	Not Certificated	3.351525	103.127819	Malaysia	Pahang	Pekan
PO1000003900	SERN LEE ENTERPRISE SDN BHD	ST PALM OIL MILL SDN BHD	ST PALM OIL MILL	Not Certificated	3.834211	101.174517	Malaysia	Perak	Hilir Perak
PO1000003901	SUBURBAN PROPERTIES SDN BHD	SUBURBAN PROPERTIES SDN BHD	SUBURBAN PROPERTIES	Not Certificated	2.748994	102.989292	Malaysia	Pahang	Rompin
PO1000003902	SUNGAI KERANG DEVELOPMENT SDN BHD	SUNGAI KERANG DEVELOPMENT SDN BHD	SUNGAI KERANG	Not Certificated	4.403481	100.835955	Malaysia	Perak	Perak Tengah
PO1000003903	KUMPULAN PERLADANGAN PKINK BHD	SYARIKAT LADANG SUNGAI TERAH SDN BHD	KILANG SAWIT SUNGAI TERAH	Not Certificated	4.977872	101.955083	Malaysia	Kelantan	Gua Musang
PO1000003905	NGAN & NGAN HOLDINGS SDN BHD	SYARIKAT CAHAYA MUDA PERAK (OIL MILL) SDN BHD	CAHAYA MUDA PERAK	Not Certificated	4.160967	101.282921	Malaysia	Perak	Batang Padang
PO1000003906	SYARIKAT PELADANG & PERUSAHAAN MINYAK SDN BHD	SYARIKAT PELADANG & PERUSAHAAN MINYAK SDN BHD	SYARIKAT PELADANG & PERUSAHAAN MINYAK	Not Certificated	3.979658	100.990561	Malaysia	Perak	Hilir Perak
PO1000003907	SYNN HENG TRADING COMPANY SDN BHD	SYNN PALM OIL SDN BHD	SYNN	Not Certificated	4.831397	100.698407	Malaysia	Perak	Larut and Matang
PO1000003908	TA ANN HOLDINGS BHD	MANIS OIL SDN BHD	MANIS	Not Certificated	2.131184	111.893076	Malaysia	Sarawak	Sibu
PO1000003909	TACLICO COMPANY SDN BHD	TACLICO COMPANY SDN BHD	TACLICO	Not Certificated	5.507567	100.599592	Malaysia	Kedah	Kulim
PO1000003910	TAMACO PLANTATION SDN BHD	TAMACO OIL MILL SDN BHD	TAMACO 1	Not Certificated	5.244	118.326	Malaysia	Sabah	Lahad Datu
PO1000003911	TAMACO PLANTATION SDN BHD	TAMACO OIL MILL SDN BHD	TAMACO 2	Not Certificated	5.154061	118.228475	Malaysia	Sabah	Lahad Datu
PO1000003912	TACLICO COMPANY SDN BHD	TACLICO COMPANY SDN BHD	TANJUNG PANJANG	Not Certificated	5.644344	118.333054	Malaysia	Sabah	Kinabatangan
PO1000003914	TECK GUAN GROUP	ATLANTICA SDN BHD	ATLANTICA	Not Certificated	5.712135	117.686628	Malaysia	Sabah	Beluran
PO1000003915	TECK GUAN GROUP	BRANTIAN PALM OIL SDN BHD	BRANTIAN	Not Certificated	4.436611	117.516806	Malaysia	Sabah	Tawau
PO1000003916	TECK GUAN GROUP	KONSEP MUKTAMAD SDN BHD	REX	Not Certificated	4.487203	117.598549	Malaysia	Sabah	Tawau
PO1000003917	TECK GUAN GROUP	PROSPEROUS SEBATIK SDN BHD	PROSPEROUS SEBATIK	Not Certificated	4.18921	117.787665	Malaysia	Sabah	Tawau
PO1000003918	TECK GUAN GROUP	SUNGAI BURUNG INDUSTRIES SDN BHD	SUNGAI BURUNG	Not Certificated	4.404281	118.137855	Malaysia	Sabah	Tawau
PO1000003922	TEE TEH SDN BHD	TEE TEH SDN BHD	TEE TEH	Not Certificated	2.840728	102.865883	Malaysia	Pahang	Rompin
PO1000003923	TH PLANTATIONS BERHAD	THP SARIBAS SDN BHD	GEDONG	Not Certificated	1.155266	110.676239	Malaysia	Sarawak	Serian
PO1000003924	TH PLANTATIONS BERHAD	TH PLANTATIONS BHD	BUKIT LAWIANG	Not Certificated	1.965939	103.434303	Malaysia	Johor	Keluang
PO1000003925	TH PLANTATIONS BERHAD	TH PLANTATIONS BHD	PASIR BESAR	Not Certificated	2.619444	102.511667	Malaysia	Negeri Sembilan	Tampin
PO1000003926	TH PLANTATIONS BERHAD	THP KOTA BAHAGIA SDN BHD	KOTA BAHAGIA	Not Certificated	2.986505	102.927032	Malaysia	Pahang	Rompin
PO1000003927	GOODHOPE	AGRO WANA LESTARI	BUKIT SANTUAI	MB	-1.8625	112.395833	Indonesia	Kalimantan Tengah	Kotawaringin Timur
PO1000003928	TH PLANTATIONS BERHAD	THP SABACO SDN BHD	LADANG MAMAHAT	Not Certificated	6.466095	117.568819	Malaysia	Sabah	Beluran
PO1000003929	TH PLANTATIONS BERHAD	THP SABACO SDN BHD	SUNGAI TENEGANG	Not Certificated	5.218094	118.031364	Malaysia	Sabah	Kinabatangan
PO1000003931	TIAN SIANG HOLDINGS SDN BHD	TIAN SIANG OILL MILL (PERAK) SDN BHD	TIAN SIANG PERAK	Not Certificated	4.592983	100.732286	Malaysia	Perak	Larut Matang
PO1000003932	GLENEALY PLANTATIONS SDN BHD	TIMOR ENTERPRISE SDN BHD	TIMORA	Not Certificated	5.304724	118.340076	Malaysia	Sabah	Kinabatangan
PO1000003933	HOK HUAT GROUP SDN BHD	TOPAZ EMAS SDN BHD	TOPAZ EMAS	Not Certificated	4.553367	100.725591	Malaysia	Perak	Larut and Matang
PO1000003935	TRADEWINDS PLANTATION BERHAD	ARAH BERSAMA SDN BHD	KUALA SUAI	Not Certificated	3.67658	113.464469	Malaysia	Sarawak	Bintulu
PO1000003936	TRADEWINDS PLANTATION BERHAD	BINU PLANTATION SDN BHD	BINU	Not Certificated	3.941725	114.026536	Malaysia	Sarawak	Marudi
PO1000003937	TRADEWINDS PLANTATION BERHAD	KUMPULAN KRIS JATI SDN BHD	TRUSAN	Not Certificated	4.82863	115.265071	Malaysia	Sarawak	Lawas
PO1000003938	TRADEWINDS PLANTATION BERHAD	LADANG PERMAI SDN BHD	BATU PUTIH	Not Certificated	5.58	117.946	Malaysia	Sabah	Sandakan
PO1000003939	TRADEWINDS PLANTATION BERHAD	LADANG PERMAI SDN BHD	PERMAI	Not Certificated	5.187332	118.440289	Malaysia	Sabah	Lahad Datu
PO1000003941	TRADEWINDS PLANTATION BERHAD	LADANG SERASA SDN BHD	SERASA	Not Certificated	5.099504	102.175826	Malaysia	Kelantan	Gua Musang
PO1000003942	TRADEWINDS PLANTATION BERHAD	MELUR GEMILANG SDN BHD	MELUR GEMILANG	Not Certificated	1.209702	110.813955	Malaysia	Sarawak	Simunjan
PO1000003943	TRADEWINDS PLANTATION BERHAD	RETUS PLANTATION SDN BHD	RETUS	Not Certificated	2.465577	111.931263	Malaysia	Sarawak	Sibu
PO1000003944	TRADEWINDS PLANTATION BERHAD	SOLAR GREEN SDN BHD	JUDAN	Not Certificated	2.776	112.026	Malaysia	Sarawak	Dalat
PO1000003945	TRADEWINDS PLANTATION BERHAD	LADANG PETRI TENGGARA SDN BHD	SUNGAI KACHUR	Not Certificated	1.783328	103.762661	Malaysia	Johor	Kota Tinggi
PO1000003947	TUNG HUP ENTERPRISE SDN BHD	TUNG HUP PALM OIL MILL SDN BHD	TUNG HUP	Not Certificated	5.282445	117.86801	Malaysia	Sabah	Kinabatangan
PO1000003948	UNIQUE PALM OIL MILL SDN BHD	UNIQUE PALM OIL MILL SDN BHD	UNIQUE	Not Certificated	2.781783	112.290967	Malaysia	Sarawak	Mukah
PO1000003949	UNITED MALACCA BHD (UMB)	MERIDIAN PLANTATIONS SDN BHD	MERIDIAN	Not Certificated	6.45475	117.431184	Malaysia	Sabah	Beluran
PO1000003950	UNITED MALACCA BHD (UMB)	SYARIKAT PENANAMAN BUKIT SENORANG SDN BHD	BUKIT SENORANG	Not Certificated	3.09746	102.42668	Malaysia	Pahang	Bera
PO1000003951	UNITED OIL PALM INDUSTRIES SDN BHD	UNITED OIL PALM INDUSTRIES SDN BHD	UNITED OIL PALM	IP	5.154837	100.507765	Malaysia	Pulau Pinang	Seberang Perai Selatan
PO1000003952	VEE SENG DEVELOPMENT SDN BHD	VEETAR PALM OIL MILL SDN BHD	VEETAR	Not Certificated	5.336397	116.942543	Malaysia	Sabah	Tongod
PO1000003953	VICTORY ENGHOE PLANTATIONS SDN BHD	VICTORY ENGHOE PLANTATIONS SDN BHD	SOUTHERN MALAY	Not Certificated	1.791003	103.362557	Malaysia	Johor	Keluang
PO1000003954	VILA SUTERA SDN BHD	VILA SUTERA SDN BHD	BUKIT KAPAH	Not Certificated	5.109417	102.897	Malaysia	Trengganu	Hulu Terengganu
PO1000003956	WINSOME HARVEST PALM OIL MILL SDN BHD	WINSOME HARVEST PALM OIL MILL SDN BHD	WINSOME HARVEST	Not Certificated	4.553317	118.358978	Malaysia	Sabah	Semporna
PO1000003957	WOODMAN SDN BHD	WOODMAN KUALA BARAM ESTATES SDN BHD	ADONG	Not Certificated	4.541035	114.119098	Malaysia	Sarawak	Miri
PO1000003958	WOODMAN SDN BHD	WOODMAN KUALA BARAM ESTATES SDN BHD	SEMANOK	Not Certificated	3.005242	112.898545	Malaysia	Sarawak	Tatau
PO1000003959	WOODMAN SDN BHD	WOODMAN KUALA BARAM ESTATES SDN BHD	USAHA SEPADAN	Not Certificated	3.342182	113.188112	Malaysia	Sarawak	Bintulu
PO1000003961	WTK HOLDINGS BHD	WEALTH LEAP SDN BHD (HARVARD MASTER)	WEALTH LEAP (HARVARD MASTER)	Not Certificated	3.754595	113.849117	Malaysia	Sarawak	Miri
PO1000003962	WTK HOLDINGS BHD	WTK OIL MILL SDN BHD	WTK OIL MILL	Not Certificated	3.576625	113.488075	Malaysia	Sarawak	Bintulu
PO1000003963	YEE LEE CORPORATION BHD	YEE LEE PALM OIL INDUSTRIES SDN BHD	YEE LEE	Not Certificated	4.08574	101.280275	Malaysia	Perak	Batang Padang
PO1000003964	YPJ PLANTATIONS SDN BHD	YPJ PLANTATIONS SDN BHD	ALAF	Not Certificated	1.718682	103.782365	Malaysia	Johor	Kota Tinggi
PO1000003965	YUWANG GROUP	YUWANG PALM OIL MILL SDN BHD	YUWANG	Not Certificated	4.776764	117.934449	Malaysia	Sabah	Lahad Datu
PO1000003966	HILLTOP PALMS SDN BHD	HILLTOP PALMS SDN BHD	TALI AYER	Not Certificated	5.0523	100.5156	Malaysia	Perak	Kerian
PO1000003970	SAMPOERNA AGRO	GUNUNG TUA ABADI	SUMBER SAWIT	Not Certificated	-3.81	105.17	Indonesia	Sumatera Selatan	Ogan Komering Ilir
PO1000003976	TSH RESOURCES	SARANA PRIMA MULTI NIAGA	SARANA PRIMA MULTI NIAGA	Not Certificated	-1.990717	112.923133	Indonesia	Kalimantan Tengah	Kotawaringin Timur
PO1000003979	UNKNOWN	AGROPECUARIA SANTA MARIA S.A.	ACEITES CIMARRONES SAS	Not Certificated	10.570139	-74.208778	Colombia	Magdalena	Aracataca
PO1000003980	C.I BIOCOSTA S.A	AGROPECUARIA LA RIVERA GAITAN SAS	AGROPECUARIA LA RIVERA GAITAN SAS	Not Certificated	3.409536	-73.749542	Colombia	Meta	Fuente de Oro
PO1000003981	C.I BIOCOSTA S.A	AGROPECUARIA SANTA MARIA S.A. SAN MARTIN	AGROPECUARIA SANTA MARIA S.A. (SAN MARTIN)	"IP, MB"	3.515861	-73.558333	Colombia	Meta	San Martín
PO1000003982	UNKNOWN	COOPERATIVA AGROINDUSTRIAL DE PRODUCTORES DE PALMA ACEITERA R.L. (COOPEAGROPAL R.L.)	COOPEAGROPAL EL ROBEL	Not Certificated	8.4358	-82.9447	Costa Rica	Puntarenas	Corredores
PO1000003983	UNKNOWN	ENTREPALMAS S.A.S.	ENTREPALMAS S.A.S.	"IP, MB"	3.564583	-73.579412	Colombia	Meta	San Martín
PO1000003984	UNKNOWN	PALMATEC CORPORATION DE COSTA RICA S.A.	PALMATEC CORPORATION DE COSTA RICA S.A.	Not Certificated	8.4212	-82.9686	Costa Rica	Puntarenas	Corredores
PO1000003985	UNKNOWN	EXTRACTORA LA PAZ S.A.	EXTRACTORA LA PAZ S.A.	Not Certificated	3.711178	-73.272167	Colombia	Meta	San Carlos de Guaroa
PO1000003988	UNKNOWN	ACEITES MORICHAL S.A.	ACEITES MORICHAL	Not Certificated	3.932197	-73.244072	Colombia	Meta	San Carlos de Guaroa
PO1000003989	UNKNOWN	CIECOPALMA	QUEVEPALMA	Not Certificated	-0.965756	-79.470027	Ecuador	Los Rios	Quevedo
PO1000003990	C.I BIOCOSTA S.A	INVERSIONES LA MEJORANA S.A.S	INVERSIONES LA MEJORANA S.A.S	Not Certificated	3.961281	-73.626778	Colombia	Meta	Acacías
PO1000003991	OLEANA/GRUPO ALZAMORA	EXTRACTOCOCA EXTRACTORA RIO COCA S.A.	EXTRACTORA RIO COCA	Not Certificated	-0.382502778	-76.995475	Ecuador	Orellana	Orellana
PO1000003992	UNKNOWN	ALIANZA ORIENTAL S.A.	ALIANZA ORIENTAL S.A.	Not Certificated	3.995075	-73.58075	Colombia	Meta	Villavicencio
PO1000003993	OLEANA/GRUPO ALZAMORA	EXTRACTORA LA SEXTA S.A.	LA SEXTA	Not Certificated	0.290028	-79.27319444	Ecuador	Esmeraldas	Quinindé
PO1000003995	OLEANA/GRUPO ALZAMORA	ALCOPALMA S.A.	TEOBROMA	Not Certificated	-0.046694	-79.352139	Ecuador	Santo Domingo de los Tsachilas	La Concordia
PO1000003996	UNKNOWN	SAPUGA S.A.	SAPUGA S.A.	Not Certificated	4.147981	-72.037175	Colombia	Meta	Puerto Gaitán
PO1000003997	AGROAMERICA	EXTRACTORA LA FRANCIA / AGROCARIBE	EXTRACTORA LA FRANCIA	Not Certificated	15.468472	-88.809417	Guatemala	Izabal	Morales
PO1000003998	GRUPO HAME	REFORESTADORA DE PALMA DEL PETEN S.A. (REPSA)	REPSA I	Not Certificated	16.118667	-90.071806	Guatemala	Petén	Sayaxché
PO1000003999	INPARME S.A.	HACIENDA LA CABAÑA S.A.	HACIENDA LA CABAÑA S.A.	Not Certificated	4.301186	-73.35635	Colombia	Cundinamarca	Paratebueno
PO1000004000	NATURACEITES S.A.	NATURACEITES S.A.	FRAY MILL / YALCOBE	Not Certificated	15.787694	-89.847944	Guatemala	Alta Verapaz	Fray Bartolomé de las Casas
PO1000004002	GRUPO HAME	REFORESTADORA DE PALMA DEL PETEN S.A. (REPSA)	REPSA II	IP	16.1397	-90.1658	Guatemala	Petén	Sayaxché
PO1000004003	UNKNOWN	PALMERAS SANTANA LTDA	PALMERAS SANTANA LTDA	MB	4.564131	-72.907618	Colombia	Casanare	Villanueva
PO1000004004	GRUPO JAREMAR	AGROINDUSTRIAL PALMA REAL S.A. DE C.V.	AGROINDUSTRIAL PALMA REAL S.A. DE C.V. (AGROPALMA)	Not Certificated	15.84883056	-85.875536	Honduras	Colón	Trujillo
PO1000004005	C.I BIOCOSTA S.A	EXTRACTORA CUSIANA LTDA	EXTRACTORA CUSIANA LTDA	Not Certificated	4.595056	-72.827423	Colombia	Casanare	Villanueva
PO1000004006	CORPORACION INDUSTRIAL DE SULA S.A. (COINSU)	CORPORACION INDUSTRIAL DE SULA (COINSU)	CORPORACION INDUSTRIAL DE SULA (COINSU)	Not Certificated	15.743222	-87.887944	Honduras	Cortés	Choloma
PO1000004007	MANUELITA	PALMAR DE ALTAMIRA S.A.S.	PALMAR DE ALTAMIRA S.A.S.	"IP, MB"	4.750511	-71.682461	Colombia	Casanare	Orocué
PO1000004008	UNKNOWN	PALMEROS DE AGUAN S.A.  (PALMASA)	PALMEROS DE AGUAN S.A. (PALMASA)	Not Certificated	15.761267	-85.768067	Honduras	Colón	Bonito Oriental
PO1000004009	DINANT	EXPORTADORA DEL ATLANTICO (DINANT)	PLANTA EXTRACTORA AGUAN	Not Certificated	15.728	-85.857472	Honduras	Colón	Tocoa
PO1000004010	UNKNOWN	EXTRACTORA CENTRAL S.A.	EXTRACTORA CENTRAL S.A.	Not Certificated	7.284	-73.6218	Colombia	Santander	Sabana de Torres
PO1000004011	DINANT	EXPORTADORA DEL ATLANTICO (DINANT)	PLANTA EXTRACTORA LEAN	Not Certificated	15.598056	-87.393333	Honduras	Atlántida	Arizona
PO1000004012	SACEITES	EXTRACTORA MONTERREY  S.A.	EXTRACTORA MONTERREY  S.A.	"IP, MB"	7.29856	-73.88373	Colombia	Santander	Puerto Wilches
PO1000004013	UNKNOWN	SPO AGRO INDUSTRIES	SPO AGRO INDUSTRIES	Not Certificated	8.5199	99.228	Thailand	Surat Thani	Prasaeng
PO1000004014	UNKNOWN	PALMERAS DE PUERTO WILCHES S.A.	PALMERAS DE PUERTO WILCHES S.A.	Not Certificated	7.339056	-73.837389	Colombia	Santander	Puerto Wilches
PO1000004015	UNKNOWN	SAENGSIRI AGRO?INDUSTRIES CO. LTD	SAENGSIRI AGRO?INDUSTRIES CO. LTD	Not Certificated	9.0844	99.4285	Thailand	Surat Thani	Kanchanadit
PO1000004016	UNKNOWN	EXTRACTORA VIZCAYAS S.A.S.	EXTRACTORA VIZCAYAS S.A.S.	Not Certificated	7.575389	-73.950528	Colombia	Bolívar	Simití
PO1000004017	MERCASID	INDUSPALMA DOMINICANA SA	INDUSPALMA DOMINICANA	Not Certificated	18.7254	-69.7641	Dominican Republic	Monte Plata	Monte Plata
PO1000004018	UNKNOWN	COOPERATIVA DE PRODUCTORES DE PALMA ACEITERA DE CHIRIQUÍ	COOPEMAPACHI	Not Certificated	8.4433	-82.8505	Panama	Chiriquí	Barú
PO1000004019	C.I BIOCOSTA S.A	COOPERATIVA PALMAS DE RISARALDA LTDA	COOPAR LTDA	Not Certificated	8.20255	-72.548675	Colombia	Norte de Santander	San José de Cúcuta
PO1000004020	GRUPO PALMAS / PALMAS DEL ESPINO	INDUSTRIAS DEL ESPINO SA	EXTRACTORA PALMAWASI	Not Certificated	-8.335	-76.4911	Peru	San Martín	Tocache
PO1000004025	C.I BIOCOSTA S.A	PALMAGRO S.A.	PALMAGRO	Not Certificated	9.6514	-73.56629	Colombia	Cesar	Agustín Codazzi
PO1000004026	UNKNOWN	EXTRACTORA SICARARE LTDA	EXTRACTORA SICARARE LTDA	"IP, MB"	9.931944	-73.262494	Colombia	Cesar	Agustín Codazzi
PO1000004027	C.I BIOCOSTA S.A	PALMARIGUANI S.A	PALMARIGUANI S.A	Not Certificated	9.936	-73.94405	Colombia	Cesar	Bosconia
PO1000004029	UNKNOWN	PALMACEITE S.A.	PALMACEITE S.A.	Not Certificated	10.6189	-74.1689	Colombia	Magdalena	Ciénaga
PO1000004030	FAMAR S.A.	EL ROBLE S.A	EXTRACTORA EL ROBLE S.A.	Not Certificated	10.671	-74.215165	Colombia	Magdalena	Ciénaga
PO1000004031	EXTRACTORA FRUPALMA S.A.	FRUPALMA S.A	FRUPALMA S.A	Not Certificated	10.70444	-74.194826	Colombia	Magdalena	Ciénaga
PO1000004032	C.I BIOCOSTA S.A	PALMAS OLEAGINOSAS DEL MAGDALENA LTDA (PALDEMA)	"PALMAS OLEAGINOSAS DEL MAGDALENA LTDA (PALDEMA, PADELMA)"	Not Certificated	10.722222	-74.2	Colombia	Magdalena	Ciénaga
PO1000004033	UNKNOWN	EXTRACTORA LA BELLA S.A.S.	EXTRACTORA LA BELLA S.A.S.	Not Certificated	10.770736	-74.177983	Colombia	Magdalena	Ciénaga
PO1000004034	GRADESA S.A.	GRASAS Y DERIVADOS S.A. (GRADESA)	GRADESA S.A.	Not Certificated	11.002	-74.218628	Colombia	Magdalena	Ciénaga
PO1000004055	MEDCO AGRO	KRIYA SWARNA PUBIAN	KRIYA SWARNA PUBIAN	Not Certificated	-5.0637	104.876633	Indonesia	Lampung	Lampung Tengah
PO1000004056	MAKIN	WAHANA KARYA MANDIRI KAHURIPAN	BUNGA MAYANG	Not Certificated	-4.471586	104.255916	Indonesia	Sumatera Selatan	Ogan Komering Ulu Timur
PO1000004057	TORGANDA	DAMAI JAYA LESTARI	DAMAI JAYA LESTARI	Not Certificated	-4.415616	121.640221	Indonesia	Sulawesi Tenggara	Kolaka
PO1000004059	TRINITY INTERLINK	SINAR BENGKULU SELATAN	SINAR BENGKULU SELATAN	Not Certificated	-4.3782	102.8406	Indonesia	Bengkulu	Bengkulu Selatan
PO1000004060	SINAR JAYA AGRO INVESTAMA (SJAI)	MENGGALA SAWITINDO	MENGGALA SAWITINDO	Not Certificated	-4.350847	105.270936	Indonesia	Lampung	Tulangbawang
PO1000004061	PTPN III	PERKEBUNAN NUSANTARA VII	UNIT TALO PINO	Not Certificated	-4.2467079	102.712486	Indonesia	Bengkulu	Seluma
PO1000004063	UNKNOWN	SURYA UTAMA NABATI	SURYA UTAMA NABATI	Not Certificated	-4.188889	105.220556	Indonesia	Lampung	Tulang Bawang Barat
PO1000004064	TUDUNG	GARUDA BUMI PERKASA	GARUDA BUMI PERKASA	Not Certificated	-4.0299	105.1588	Indonesia	Lampung	Mesuji
PO1000004065	RAJAWALI NUSANTARA INDONESIA (RNI)	MITRA OGAN	PKS I	Not Certificated	-3.896472	104.3545	Indonesia	Sumatera Selatan	Ogan Komering Ulu
PO1000004066	PTPN III	PERKEBUNAN NUSANTARA XIII	PELAIHARI	MB	-3.725467	114.786267	Indonesia	Kalimantan Selatan	Tanah Laut
PO1000004067	UNKNOWN	SAWIT MULIA	SAWIT MULIA	Not Certificated	-3.634526	102.212235	Indonesia	Bengkulu	Bengkulu Tengah
PO1000004068	SINAR MAS	SAWIT MAS SEJAHTERA	SUNGAI KIKIM	MB	-3.633013	103.219098	Indonesia	Sumatera Selatan	Lahat
PO1000004070	EAGLE HIGH PLANTATIONS	SURYABUMI TUNGGAL PERKASA	BATU BULAN	Not Certificated	-3.337111	115.771	Indonesia	Kalimantan Selatan	Tanah Bumbu
PO1000004072	UNKNOWN	AGRICINAL	AGRICINAL	Not Certificated	-3.200972	101.630139	Indonesia	Bengkulu	Bengkulu Utara
PO1000004075	UNKNOWN	KARYA INDO SEJATITAMA	KARYA INDO SEJATITAMA	Not Certificated	-2.997939	102.787836	Indonesia	Sumatera Selatan	Musi Rawas
PO1000004077	LONSUM	PERUSAHAAN PERKEBUNAN LONDON SUMATRA INDONESIA	GUNUNG BAIS	Not Certificated	-2.975465	103.341777	Indonesia	Sumatera Selatan	Musi Rawas
PO1000004078	SUPERVENTURE	BUMI MENTARI KARYA	BUMI MENTARI KARYA	Not Certificated	-2.87559	101.423755	Indonesia	Bengkulu	Mukomuko
PO1000004080	META EPSI	ANDIRA AGRO	ANDIRA AGRO	Not Certificated	-2.7866	105.0989	Indonesia	Sumatera Selatan	Ogan Komering Ilir
PO1000004081	WIDYA	DARIA DHARMA PRATAMA	LUBUK BENTO	Not Certificated	-2.793707	101.402522	Indonesia	Bengkulu	Mukomuko
PO1000004082	GAMA PLANTATIONS	SWADAYA INDOPALMA	SWADAYA INDOPALMA	Not Certificated	-2.765881	104.63151	Indonesia	Sumatera Selatan	Banyu Asin
PO1000004083	UNITED PLANTATIONS	UNITED PLANTATIONS BHD	LADA	MB	-2.590899	111.772559	Indonesia	Kalimantan Tengah	Kotawaringin Barat
